4.200000000000000000e+01 9.000000000000000000e+01 9.668545194431554801e-01 2.336333999999999911e+00
8.000000000000000000e+00 1.100000000000000000e+01 6.978888944279990625e-01 2.677973000000000159e+00
3.400000000000000000e+01 1.470000000000000000e+02 6.936689193580600765e-01 2.543209000000000053e+00
6.300000000000000000e+01 6.400000000000000000e+01 6.448615157225923156e-01 1.294473999999999902e+00
3.200000000000000000e+01 3.700000000000000000e+01 6.080174469700225792e-01 2.275973000000000024e+00
1.630000000000000000e+02 1.800000000000000000e+02 6.049858148063143037e-01 2.196415000000000006e+00
1.000000000000000000e+01 1.300000000000000000e+01 5.683757073863442422e-01 2.488288999999999973e+00
1.100000000000000000e+01 1.200000000000000000e+01 5.630886676612572028e-01 1.297846999999999973e+00
1.200000000000000000e+01 1.310000000000000000e+02 5.456935611563794586e-01 1.816769000000000078e+00
1.560000000000000000e+02 1.730000000000000000e+02 5.413873212945687907e-01 2.329911000000000065e+00
4.300000000000000000e+01 6.500000000000000000e+01 5.386855742438960704e-01 2.644603000000000037e+00
2.900000000000000000e+01 7.200000000000000000e+01 5.368556804757060874e-01 3.372971999999999859e+00
3.500000000000000000e+01 3.700000000000000000e+01 5.327627128091687592e-01 2.287511999999999990e+00
2.800000000000000000e+01 3.200000000000000000e+01 5.326910854008584106e-01 2.624603000000000019e+00
7.300000000000000000e+01 7.700000000000000000e+01 5.300010223531708142e-01 2.053408000000000122e+00
1.340000000000000000e+02 2.010000000000000000e+02 5.202995439176933967e-01 3.050844999999999807e+00
7.900000000000000000e+01 8.100000000000000000e+01 5.186139394647053535e-01 2.829810000000000159e+00
1.080000000000000000e+02 1.280000000000000000e+02 5.074220438853787041e-01 2.311964000000000130e+00
1.880000000000000000e+02 2.010000000000000000e+02 4.844592397239707582e-01 3.508891999999999900e+00
1.230000000000000000e+02 1.240000000000000000e+02 4.838467308763481078e-01 1.270386999999999933e+00
1.220000000000000000e+02 1.230000000000000000e+02 4.834649167654193058e-01 1.250933999999999990e+00
1.940000000000000000e+02 1.950000000000000000e+02 4.809476446280770978e-01 1.293263000000000051e+00
